ID,Resource,Zone,Village,technology,Total_MW,Start_MW,Change_in_MW,Electricity_GWh
1,pltd_amfoang,2,1,diesel,0.0,0.4,-0.4,0.0
2,plts_amfoang,2,1,solar,0.26649202115638154,0.0,0.26649202115638154,0.0862064294445596
3,batt_amfoang,2,1,battery,0.14092476718956,0.0,0.14092476718956,0.04239573806898399
4,pltd_boking,2,2,diesel,0.0,0.25,-0.25,0.0
5,plts_boking,2,2,solar,0.17765946909745628,0.0,0.17765946909745628,0.05747041019983987
6,batt_boking,2,2,battery,0.09394831864168325,0.0,0.09394831864168325,0.02826352937993965
7,pltd_raijua,2,3,diesel,0.0,0.15,-0.15,0.0
8,plts_raijua,2,3,solar,0.11104053803263414,0.0,0.11104053803263414,0.0359200094561803
9,batt_raijua,2,3,battery,0.05872043715151524,0.0,0.05872043715151524,0.017665053343648793
10,pltd_wini,2,4,diesel,0.0,0.5,-0.5,0.0
11,plts_wini,2,4,solar,0.33311262783997186,0.0,0.33311262783997186,0.10775737681845984
12,batt_wini,2,4,battery,0.17615401011997714,0.0,0.17615401011997714,0.05299418674778233
